instant,dateday,season,year,month,weekday,workingday,weathersit,temp,temp_feeling,hum,windspeed,general,member,amount
548,2012-07-01,fall,2012,Jul,Sun,Holiday,Clear,0.82,0.75,0.52,0.17,1421,4110,5531
549,2012-07-02,fall,2012,Jul,Mon,Workday,Clear,0.78,0.70,0.45,0.20,904,5323,6227
550,2012-07-03,fall,2012,Jul,Tue,Workday,Clear,0.78,0.70,0.49,0.13,1052,5608,6660
551,2012-07-04,fall,2012,Jul,Wed,Holiday,Clear,0.79,0.73,0.54,0.13,2562,4841,7403
552,2012-07-05,fall,2012,Jul,Thu,Workday,Clear,0.83,0.76,0.46,0.19,1405,4836,6241
553,2012-07-06,fall,2012,Jul,Fri,Workday,Clear,0.83,0.75,0.45,0.15,1366,4841,6207
554,2012-07-07,fall,2012,Jul,Sat,Holiday,Clear,0.86,0.80,0.49,0.16,1448,3392,4840
555,2012-07-08,fall,2012,Jul,Sun,Holiday,Clear,0.82,0.79,0.57,0.13,1203,3469,4672
556,2012-07-09,fall,2012,Jul,Mon,Workday,Mist,0.71,0.65,0.68,0.18,998,5571,6569
557,2012-07-10,fall,2012,Jul,Tue,Workday,Mist,0.72,0.66,0.67,0.15,954,5336,6290
558,2012-07-11,fall,2012,Jul,Wed,Workday,Clear,0.72,0.65,0.63,0.15,975,6289,7264
559,2012-07-12,fall,2012,Jul,Thu,Workday,Clear,0.72,0.65,0.53,0.15,1032,6414,7446
560,2012-07-13,fall,2012,Jul,Fri,Workday,Mist,0.73,0.67,0.49,0.08,1511,5988,7499
561,2012-07-14,fall,2012,Jul,Sat,Holiday,Mist,0.70,0.67,0.70,0.14,2355,4614,6969
562,2012-07-15,fall,2012,Jul,Sun,Holiday,Clear,0.75,0.71,0.72,0.17,1920,4111,6031
563,2012-07-16,fall,2012,Jul,Mon,Workday,Clear,0.76,0.72,0.65,0.16,1088,5742,6830
564,2012-07-17,fall,2012,Jul,Tue,Workday,Clear,0.82,0.76,0.51,0.11,921,5865,6786
565,2012-07-18,fall,2012,Jul,Wed,Workday,Clear,0.79,0.75,0.58,0.14,799,4914,5713
566,2012-07-19,fall,2012,Jul,Thu,Workday,Clear,0.77,0.71,0.60,0.17,888,5703,6591
567,2012-07-20,fall,2012,Jul,Fri,Workday,Mist,0.67,0.61,0.84,0.21,747,5123,5870
568,2012-07-21,fall,2012,Jul,Sat,Holiday,Light Snow,0.60,0.55,0.87,0.21,1264,3195,4459
569,2012-07-22,fall,2012,Jul,Sun,Holiday,Mist,0.67,0.62,0.76,0.09,2544,4866,7410
570,2012-07-23,fall,2012,Jul,Mon,Workday,Clear,0.74,0.69,0.69,0.14,1135,5831,6966
571,2012-07-24,fall,2012,Jul,Tue,Workday,Clear,0.75,0.71,0.66,0.21,1140,6452,7592
572,2012-07-25,fall,2012,Jul,Wed,Workday,Clear,0.72,0.65,0.45,0.16,1383,6790,8173
573,2012-07-26,fall,2012,Jul,Thu,Workday,Clear,0.78,0.74,0.60,0.28,1036,5825,6861
574,2012-07-27,fall,2012,Jul,Fri,Workday,Clear,0.78,0.73,0.59,0.15,1259,5645,6904
575,2012-07-28,fall,2012,Jul,Sat,Holiday,Clear,0.76,0.70,0.61,0.16,2234,4451,6685
576,2012-07-29,fall,2012,Jul,Sun,Holiday,Clear,0.72,0.67,0.62,0.17,2153,4444,6597
577,2012-07-30,fall,2012,Jul,Mon,Workday,Clear,0.73,0.68,0.67,0.15,1040,6065,7105
578,2012-07-31,fall,2012,Jul,Tue,Workday,Clear,0.71,0.66,0.70,0.17,968,6248,7216
579,2012-08-01,fall,2012,Aug,Wed,Workday,Clear,0.72,0.67,0.68,0.14,1074,6506,7580
580,2012-08-02,fall,2012,Aug,Thu,Workday,Clear,0.75,0.71,0.66,0.13,983,6278,7261
581,2012-08-03,fall,2012,Aug,Fri,Workday,Mist,0.77,0.72,0.64,0.22,1328,5847,7175
582,2012-08-04,fall,2012,Aug,Sat,Holiday,Clear,0.79,0.75,0.61,0.26,2345,4479,6824
583,2012-08-05,fall,2012,Aug,Sun,Holiday,Clear,0.77,0.73,0.65,0.29,1707,3757,5464
584,2012-08-06,fall,2012,Aug,Mon,Workday,Mist,0.75,0.71,0.65,0.13,1233,5780,7013
585,2012-08-07,fall,2012,Aug,Tue,Workday,Mist,0.74,0.70,0.70,0.12,1278,5995,7273
586,2012-08-08,fall,2012,Aug,Wed,Workday,Mist,0.75,0.71,0.67,0.11,1263,6271,7534
587,2012-08-09,fall,2012,Aug,Thu,Workday,Clear,0.76,0.70,0.62,0.16,1196,6090,7286
588,2012-08-10,fall,2012,Aug,Fri,Workday,Mist,0.72,0.67,0.72,0.24,1065,4721,5786
589,2012-08-11,fall,2012,Aug,Sat,Holiday,Mist,0.69,0.64,0.73,0.21,2247,4052,6299
590,2012-08-12,fall,2012,Aug,Sun,Holiday,Clear,0.70,0.64,0.53,0.12,2182,4362,6544
591,2012-08-13,fall,2012,Aug,Mon,Workday,Clear,0.72,0.66,0.55,0.14,1207,5676,6883
592,2012-08-14,fall,2012,Aug,Tue,Workday,Clear,0.73,0.68,0.69,0.17,1128,5656,6784
593,2012-08-15,fall,2012,Aug,Wed,Workday,Clear,0.71,0.65,0.62,0.17,1198,6149,7347
594,2012-08-16,fall,2012,Aug,Thu,Workday,Clear,0.72,0.65,0.52,0.14,1338,6267,7605
595,2012-08-17,fall,2012,Aug,Fri,Workday,Clear,0.72,0.24,0.57,0.23,1483,5665,7148
596,2012-08-18,fall,2012,Aug,Sat,Holiday,Clear,0.68,0.62,0.60,0.18,2827,5038,7865
597,2012-08-19,fall,2012,Aug,Sun,Holiday,Mist,0.64,0.60,0.71,0.09,1208,3341,4549
598,2012-08-20,fall,2012,Aug,Mon,Workday,Mist,0.64,0.60,0.73,0.13,1026,5504,6530
599,2012-08-21,fall,2012,Aug,Tue,Workday,Clear,0.65,0.60,0.67,0.07,1081,5925,7006
600,2012-08-22,fall,2012,Aug,Wed,Workday,Clear,0.67,0.62,0.68,0.07,1094,6281,7375
601,2012-08-23,fall,2012,Aug,Thu,Workday,Clear,0.70,0.64,0.64,0.08,1363,6402,7765
602,2012-08-24,fall,2012,Aug,Fri,Workday,Mist,0.70,0.65,0.61,0.07,1325,6257,7582
603,2012-08-25,fall,2012,Aug,Sat,Holiday,Mist,0.66,0.62,0.71,0.24,1829,4224,6053
604,2012-08-26,fall,2012,Aug,Sun,Holiday,Mist,0.65,0.60,0.85,0.23,1483,3772,5255
605,2012-08-27,fall,2012,Aug,Mon,Workday,Clear,0.70,0.65,0.73,0.13,989,5928,6917
606,2012-08-28,fall,2012,Aug,Tue,Workday,Clear,0.73,0.67,0.62,0.19,935,6105,7040
607,2012-08-29,fall,2012,Aug,Wed,Workday,Clear,0.69,0.64,0.55,0.11,1177,6520,7697
608,2012-08-30,fall,2012,Aug,Thu,Workday,Clear,0.71,0.65,0.59,0.08,1172,6541,7713
609,2012-08-31,fall,2012,Aug,Fri,Workday,Clear,0.76,0.69,0.59,0.17,1433,5917,7350
610,2012-09-01,fall,2012,Sep,Sat,Holiday,Mist,0.75,0.70,0.64,0.11,2352,3788,6140
611,2012-09-02,fall,2012,Sep,Sun,Holiday,Mist,0.70,0.65,0.81,0.06,2613,3197,5810
612,2012-09-03,fall,2012,Sep,Mon,Holiday,Clear,0.71,0.66,0.79,0.15,1965,4069,6034
613,2012-09-04,fall,2012,Sep,Tue,Workday,Clear,0.73,0.69,0.76,0.24,867,5997,6864
614,2012-09-05,fall,2012,Sep,Wed,Workday,Clear,0.74,0.71,0.74,0.19,832,6280,7112
615,2012-09-06,fall,2012,Sep,Thu,Workday,Mist,0.70,0.66,0.81,0.14,611,5592,6203
616,2012-09-07,fall,2012,Sep,Fri,Workday,Clear,0.70,0.66,0.74,0.17,1045,6459,7504
617,2012-09-08,fall,2012,Sep,Sat,Holiday,Mist,0.66,0.61,0.80,0.28,1557,4419,5976
618,2012-09-09,fall,2012,Sep,Sun,Holiday,Clear,0.61,0.58,0.55,0.22,2570,5657,8227
619,2012-09-10,fall,2012,Sep,Mon,Workday,Clear,0.58,0.57,0.50,0.26,1118,6407,7525
620,2012-09-11,fall,2012,Sep,Tue,Workday,Clear,0.58,0.55,0.52,0.09,1070,6697,7767
621,2012-09-12,fall,2012,Sep,Wed,Workday,Clear,0.60,0.57,0.58,0.13,1050,6820,7870
622,2012-09-13,fall,2012,Sep,Thu,Workday,Clear,0.61,0.58,0.64,0.08,1054,6750,7804
623,2012-09-14,fall,2012,Sep,Fri,Workday,Clear,0.63,0.59,0.67,0.10,1379,6630,8009
624,2012-09-15,fall,2012,Sep,Sat,Holiday,Clear,0.61,0.59,0.50,0.25,3160,5554,8714
625,2012-09-16,fall,2012,Sep,Sun,Holiday,Clear,0.58,0.56,0.57,0.09,2166,5167,7333
626,2012-09-17,fall,2012,Sep,Mon,Workday,Mist,0.58,0.55,0.73,0.15,1022,5847,6869
627,2012-09-18,fall,2012,Sep,Tue,Workday,Mist,0.62,0.57,0.87,0.36,371,3702,4073
628,2012-09-19,fall,2012,Sep,Wed,Workday,Clear,0.55,0.54,0.54,0.22,788,6803,7591
629,2012-09-20,fall,2012,Sep,Thu,Workday,Clear,0.55,0.53,0.62,0.12,939,6781,7720
630,2012-09-21,fall,2012,Sep,Fri,Workday,Clear,0.60,0.57,0.67,0.15,1250,6917,8167
631,2012-09-22,fall,2012,Sep,Sat,Holiday,Clear,0.65,0.61,0.65,0.28,2512,5883,8395
632,2012-09-23,winter,2012,Sep,Sun,Holiday,Clear,0.53,0.52,0.47,0.22,2454,5453,7907
633,2012-09-24,winter,2012,Sep,Mon,Workday,Clear,0.51,0.50,0.49,0.14,1001,6435,7436
634,2012-09-25,winter,2012,Sep,Tue,Workday,Clear,0.55,0.54,0.57,0.24,845,6693,7538
635,2012-09-26,winter,2012,Sep,Wed,Workday,Clear,0.64,0.60,0.63,0.24,787,6946,7733
636,2012-09-27,winter,2012,Sep,Thu,Workday,Mist,0.65,0.61,0.69,0.13,751,6642,7393
637,2012-09-28,winter,2012,Sep,Fri,Workday,Mist,0.62,0.59,0.69,0.16,1045,6370,7415
638,2012-09-29,winter,2012,Sep,Sat,Holiday,Clear,0.54,0.53,0.54,0.23,2589,5966,8555
639,2012-09-30,winter,2012,Sep,Sun,Holiday,Clear,0.53,0.52,0.58,0.13,2015,4874,6889
640,2012-10-01,winter,2012,Oct,Mon,Workday,Mist,0.52,0.51,0.65,0.09,763,6015,6778
641,2012-10-02,winter,2012,Oct,Tue,Workday,Light Snow,0.59,0.54,0.87,0.10,315,4324,4639
642,2012-10-03,winter,2012,Oct,Wed,Workday,Mist,0.66,0.60,0.79,0.07,728,6844,7572
643,2012-10-04,winter,2012,Oct,Thu,Workday,Mist,0.66,0.61,0.72,0.12,891,6437,7328
644,2012-10-05,winter,2012,Oct,Fri,Workday,Clear,0.61,0.58,0.63,0.11,1516,6640,8156
645,2012-10-06,winter,2012,Oct,Sat,Holiday,Clear,0.55,0.54,0.66,0.27,3031,4934,7965
646,2012-10-07,winter,2012,Oct,Sun,Holiday,Mist,0.42,0.42,0.71,0.14,781,2729,3510
647,2012-10-08,winter,2012,Oct,Mon,Holiday,Mist,0.38,0.39,0.71,0.19,874,4604,5478
648,2012-10-09,winter,2012,Oct,Tue,Workday,Mist,0.45,0.44,0.76,0.19,601,5791,6392
649,2012-10-10,winter,2012,Oct,Wed,Workday,Clear,0.51,0.50,0.63,0.19,780,6911,7691
650,2012-10-11,winter,2012,Oct,Thu,Workday,Clear,0.43,0.43,0.46,0.18,834,6736,7570
651,2012-10-12,winter,2012,Oct,Fri,Workday,Clear,0.44,0.43,0.54,0.24,1060,6222,7282
652,2012-10-13,winter,2012,Oct,Sat,Holiday,Clear,0.39,0.39,0.49,0.15,2252,4857,7109
653,2012-10-14,winter,2012,Oct,Sun,Holiday,Clear,0.52,0.51,0.64,0.28,2080,4559,6639
654,2012-10-15,winter,2012,Oct,Mon,Workday,Mist,0.56,0.54,0.71,0.30,760,5115,5875
655,2012-10-16,winter,2012,Oct,Tue,Workday,Clear,0.47,0.46,0.56,0.18,922,6612,7534
656,2012-10-17,winter,2012,Oct,Wed,Workday,Clear,0.46,0.45,0.69,0.10,979,6482,7461
657,2012-10-18,winter,2012,Oct,Thu,Workday,Mist,0.52,0.51,0.73,0.24,1008,6501,7509
658,2012-10-19,winter,2012,Oct,Fri,Workday,Mist,0.56,0.54,0.81,0.13,753,4671,5424
659,2012-10-20,winter,2012,Oct,Sat,Holiday,Clear,0.48,0.47,0.57,0.12,2806,5284,8090
660,2012-10-21,winter,2012,Oct,Sun,Holiday,Clear,0.46,0.46,0.51,0.17,2132,4692,6824
661,2012-10-22,winter,2012,Oct,Mon,Workday,Clear,0.49,0.48,0.57,0.08,830,6228,7058
662,2012-10-23,winter,2012,Oct,Tue,Workday,Clear,0.54,0.53,0.64,0.09,841,6625,7466
663,2012-10-24,winter,2012,Oct,Wed,Workday,Clear,0.59,0.56,0.64,0.07,795,6898,7693
664,2012-10-25,winter,2012,Oct,Thu,Workday,Mist,0.55,0.53,0.80,0.12,875,6484,7359
665,2012-10-26,winter,2012,Oct,Fri,Workday,Mist,0.55,0.52,0.81,0.13,1182,6262,7444
666,2012-10-27,winter,2012,Oct,Sat,Holiday,Mist,0.53,0.52,0.72,0.24,2643,5209,7852
667,2012-10-28,winter,2012,Oct,Sun,Holiday,Mist,0.48,0.47,0.69,0.40,998,3461,4459
668,2012-10-29,winter,2012,Oct,Mon,Workday,Light Snow,0.44,0.44,0.88,0.36,2,20,22
669,2012-10-30,winter,2012,Oct,Tue,Workday,Mist,0.32,0.31,0.83,0.21,87,1009,1096
670,2012-10-31,winter,2012,Oct,Wed,Workday,Mist,0.36,0.36,0.67,0.17,419,5147,5566
671,2012-11-01,winter,2012,Nov,Thu,Workday,Mist,0.37,0.37,0.58,0.16,466,5520,5986
672,2012-11-02,winter,2012,Nov,Fri,Workday,Clear,0.35,0.36,0.52,0.27,618,5229,5847
673,2012-11-03,winter,2012,Nov,Sat,Holiday,Mist,0.34,0.32,0.49,0.27,1029,4109,5138
674,2012-11-04,winter,2012,Nov,Sun,Holiday,Clear,0.33,0.33,0.53,0.18,1201,3906,5107
675,2012-11-05,winter,2012,Nov,Mon,Workday,Clear,0.32,0.31,0.49,0.24,378,4881,5259
676,2012-11-06,winter,2012,Nov,Tue,Workday,Clear,0.28,0.28,0.57,0.17,466,5220,5686
677,2012-11-07,winter,2012,Nov,Wed,Workday,Mist,0.30,0.27,0.55,0.30,326,4709,5035
678,2012-11-08,winter,2012,Nov,Thu,Workday,Clear,0.35,0.34,0.33,0.35,340,4975,5315
679,2012-11-09,winter,2012,Nov,Fri,Workday,Clear,0.36,0.36,0.54,0.21,709,5283,5992
680,2012-11-10,winter,2012,Nov,Sat,Holiday,Clear,0.39,0.39,0.65,0.06,2090,4446,6536
681,2012-11-11,winter,2012,Nov,Sun,Holiday,Clear,0.42,0.42,0.66,0.13,2290,4562,6852
682,2012-11-12,winter,2012,Nov,Mon,Holiday,Clear,0.48,0.48,0.74,0.17,1097,5172,6269
683,2012-11-13,winter,2012,Nov,Tue,Workday,Mist,0.34,0.32,0.66,0.34,327,3767,4094
684,2012-11-14,winter,2012,Nov,Wed,Workday,Clear,0.29,0.28,0.55,0.20,373,5122,5495
685,2012-11-15,winter,2012,Nov,Thu,Workday,Mist,0.32,0.32,0.62,0.15,320,5125,5445
686,2012-11-16,winter,2012,Nov,Fri,Workday,Clear,0.34,0.35,0.52,0.17,484,5214,5698
687,2012-11-17,winter,2012,Nov,Sat,Holiday,Clear,0.33,0.33,0.55,0.18,1313,4316,5629
688,2012-11-18,winter,2012,Nov,Sun,Holiday,Clear,0.34,0.34,0.69,0.23,922,3747,4669
689,2012-11-19,winter,2012,Nov,Mon,Workday,Mist,0.38,0.38,0.62,0.24,449,5050,5499
690,2012-11-20,winter,2012,Nov,Tue,Workday,Mist,0.37,0.38,0.69,0.08,534,5100,5634
691,2012-11-21,winter,2012,Nov,Wed,Workday,Clear,0.35,0.36,0.61,0.10,615,4531,5146
692,2012-11-22,winter,2012,Nov,Thu,Holiday,Clear,0.34,0.35,0.58,0.05,955,1470,2425
693,2012-11-23,winter,2012,Nov,Fri,Workday,Clear,0.37,0.38,0.57,0.15,1603,2307,3910
694,2012-11-24,winter,2012,Nov,Sat,Holiday,Clear,0.28,0.25,0.40,0.38,532,1745,2277
695,2012-11-25,winter,2012,Nov,Sun,Holiday,Clear,0.25,0.26,0.47,0.15,309,2115,2424
696,2012-11-26,winter,2012,Nov,Mon,Workday,Clear,0.31,0.34,0.54,0.05,337,4750,5087
697,2012-11-27,winter,2012,Nov,Tue,Workday,Mist,0.29,0.28,0.79,0.24,123,3836,3959
698,2012-11-28,winter,2012,Nov,Wed,Workday,Clear,0.30,0.29,0.51,0.21,198,5062,5260
699,2012-11-29,winter,2012,Nov,Thu,Workday,Clear,0.28,0.30,0.56,0.12,243,5080,5323
700,2012-11-30,winter,2012,Nov,Fri,Workday,Clear,0.30,0.32,0.65,0.06,362,5306,5668
701,2012-12-01,winter,2012,Dec,Sat,Holiday,Mist,0.30,0.32,0.81,0.06,951,4240,5191
702,2012-12-02,winter,2012,Dec,Sun,Holiday,Mist,0.35,0.36,0.82,0.12,892,3757,4649
703,2012-12-03,winter,2012,Dec,Mon,Workday,Clear,0.45,0.46,0.77,0.08,555,5679,6234
704,2012-12-04,winter,2012,Dec,Tue,Workday,Clear,0.48,0.47,0.73,0.17,551,6055,6606
705,2012-12-05,winter,2012,Dec,Wed,Workday,Clear,0.44,0.43,0.48,0.32,331,5398,5729
706,2012-12-06,winter,2012,Dec,Thu,Workday,Clear,0.26,0.26,0.51,0.17,340,5035,5375
707,2012-12-07,winter,2012,Dec,Fri,Workday,Mist,0.32,0.32,0.76,0.13,349,4659,5008
708,2012-12-08,winter,2012,Dec,Sat,Holiday,Mist,0.38,0.39,0.91,0.10,1153,4429,5582
709,2012-12-09,winter,2012,Dec,Sun,Holiday,Mist,0.38,0.39,0.91,0.16,441,2787,3228
710,2012-12-10,winter,2012,Dec,Mon,Workday,Mist,0.44,0.44,0.93,0.19,329,4841,5170
711,2012-12-11,winter,2012,Dec,Tue,Workday,Mist,0.35,0.34,0.60,0.30,282,5219,5501
712,2012-12-12,winter,2012,Dec,Wed,Workday,Mist,0.30,0.30,0.54,0.16,310,5009,5319
713,2012-12-13,winter,2012,Dec,Thu,Workday,Clear,0.30,0.29,0.49,0.17,425,5107,5532
714,2012-12-14,winter,2012,Dec,Fri,Workday,Clear,0.28,0.29,0.64,0.13,429,5182,5611
715,2012-12-15,winter,2012,Dec,Sat,Holiday,Clear,0.32,0.34,0.65,0.11,767,4280,5047
716,2012-12-16,winter,2012,Dec,Sun,Holiday,Mist,0.36,0.37,0.84,0.10,538,3248,3786
717,2012-12-17,winter,2012,Dec,Mon,Workday,Mist,0.39,0.40,0.91,0.10,212,4373,4585
718,2012-12-18,winter,2012,Dec,Tue,Workday,Clear,0.41,0.41,0.67,0.22,433,5124,5557
719,2012-12-19,winter,2012,Dec,Wed,Workday,Clear,0.33,0.34,0.63,0.18,333,4934,5267
720,2012-12-20,winter,2012,Dec,Thu,Workday,Mist,0.33,0.34,0.67,0.13,314,3814,4128
721,2012-12-21,spring,2012,Dec,Fri,Workday,Mist,0.33,0.30,0.56,0.37,221,3402,3623
722,2012-12-22,spring,2012,Dec,Sat,Holiday,Clear,0.27,0.24,0.44,0.41,205,1544,1749
723,2012-12-23,spring,2012,Dec,Sun,Holiday,Clear,0.25,0.26,0.52,0.13,408,1379,1787
724,2012-12-24,spring,2012,Dec,Mon,Workday,Mist,0.23,0.26,0.79,0.08,174,746,920
725,2012-12-25,spring,2012,Dec,Tue,Holiday,Mist,0.29,0.29,0.73,0.17,440,573,1013
726,2012-12-26,spring,2012,Dec,Wed,Workday,Light Snow,0.24,0.22,0.82,0.32,9,432,441
727,2012-12-27,spring,2012,Dec,Thu,Workday,Mist,0.25,0.23,0.65,0.35,247,1867,2114
728,2012-12-28,spring,2012,Dec,Fri,Workday,Mist,0.25,0.26,0.59,0.16,644,2451,3095
729,2012-12-29,spring,2012,Dec,Sat,Holiday,Mist,0.25,0.24,0.75,0.12,159,1182,1341
730,2012-12-30,spring,2012,Dec,Sun,Holiday,Clear,0.26,0.23,0.48,0.35,364,1432,1796
731,2012-12-31,spring,2012,Dec,Mon,Workday,Mist,0.22,0.22,0.58,0.15,439,2290,2729
